,question,tags
1974,how many Purchase Agreement are under Influitive Corp company?,Contract
1975,how many non-disclosure agreement were signed before 2019?,Contract
1976,list all Purchase Agreement with Verizon,Contract
1977,show all contracts that expire in a month,Contract
1978,what is the contract effective date for the Broadcom Corporation agreement?,Contract
1979,what is Stuart Williams's position at Park Strategies LLC?,Contract
1980,"show me the Zoom Video Communications, Inc. Professional Services Agreement",Contract
1981,what is the effective date on the Broadcom Inc and Deloitte Tax LLP engagement letters?,Contract
1982,find all seventeenth amendment to the Verizon Business Service Agreement with CA Inc,Contract
1983,what is CoStar Realty Information's address?,Contract
1984,"provide list of agreements between Verizon and Zoom Video Communications, Inc.",Contract
1985,what is Asif Ali's title?,Contract
1986,display all contracts signed before Dec 2000,Contract
1987,"who signed the CA, Inc. Global Professional Services Agreements?",Contract
1988,provide all agreements signed by William R Wagner,Contract
1989,what is the period of a Hosting and Services Agreement?,Contract
1990,give me all the contracts entered into in Mar 2013,Contract
1991,what is Kloudone Inc's address?,Contract
1992,"how long is the Professional Services Agreement of Zoom Video Communications, Inc.?",Contract
1993,show all termination letters's signed before 2008,Contract
1994,how many contracts were signed by anthony?,Contract
1995,"when was the non-disclosure agreement signed by Westcon Mexico, S.A. de C.V. and Twilight Softwares Singapore?",Contract
1996,list all the contracts signed by benjamin,Contract
1997,when was the notice of termination of the seventeenth amendment to the Verizon Business Service Agreement from Influitive Corp sent?,Contract
1998,what is eva's title at Secarma Limited?,Contract
1999,list all my active contracts ending in 90 days or less and contracts expired,Contract
2000,what is the termination effective date of the Infosys Limited agreement?,Contract
2001,show me all agreements signed by Cumulus Solutions Group after April ,Contract
2002,when is the termination date for nondisclosure agreement for Park Strategies LLC?,Contract
2003,provide all seventeenth amendment to the Verizon Business Service Agreement's with Media5 Corporation,Contract
2004,list all the contracts signed by becky during last two years,Contract
2005,where can we reach Fernando Vega?,Contract
2006,how many Professional Services Agreement are under CA Inc?,Contract
2007,present all contracts entered with LinkedIn Corporation,Contract
2008,provide list of agreements between Infosys Limited and Akamai technologies International AG,Contract
2009,provide termination letters with VWi Inc from March of 2018,Contract
2010,display all contracts signed before March of 2018,Contract
2011,show me the Kloudone Inc DPA,Contract
2012,furnish all current agreements,Contract
2013,list all contracts signed by theodore,Contract
2014,when is the termination date for Master Services Agreement for Twilight Softwares Singapore Pte Ltd?,Contract
2015,list all active contracts for Verizon,Contract
2016,when was the mutual nda signed by Media5 Corporation?,Contract
2017,"what is the mailing address of Presidio Networked Solutions Group, LLC?",Contract
2018,how many NDA were signed in November?,Contract
2019,does Cadence360 LLC DBA REDDBUG have a engagement letters?,Contract
2020,show all contracts that ended in last 2 years,Contract
2021,show all contracts that expire in a week,Contract
2022,what is the location for eleks inc?,Contract
2023,do we have a Master Services Agreement with CA Inc?,Contract
2024,provide a list of contracts signed by Bre Stachowiak in December that are still active,Contract
2025,count of contracts with Rely Tech LLC,Contract
2026,list all active Professional Services Agreement,Contract
2027,who represents Park Strategies LLC?,Contract
2028,who is the signatory from Deloitte Consulting LLP in the non-disclosure agreement between Deloitte Consulting LLP and International Business Machines Corporation?,Contract
2029,"when is the Hosting and Services Agreement between LinkedIn Corporation and Chili Interactive, LLC. terminating?",Contract
2030,find all amendments signed by robert,Contract
2031,when did andrew sign the termination letter for LinkedIn Corporation's services?,Contract
2032,show all contracts that expire in Dec 2020,Contract
2033,what is george's title?,Contract
2034,provide all the Purchase Agreement,Contract
2035,how many agreements has Thomas H Krause Jr. signed in last two years?,Contract
2036,what is the nondisclosure agreement with eleks inc contract effective date?,Contract
2037,how many agreements expire in September 2015?,Contract
2038,when did susie sign the termination letter for Broadcom Corporation's services?,Contract
2039,how many ammendments were signed before February 2020?,Contract
2040,"when is Influitive Corp terminating the Master Services Agreement with Stefanini, Inc.?",Contract
2041,find all the Master Services Agreement's signed by theodore,Contract
2042,when was the termination letter for Professional Services Agreement sent?,Contract
2043,how many agreements expire in October 2018?,Contract
2044,provide a list of active contracts signed by kevin in July 2017,Contract
2045,list all nondisclosure agreement with Presidio Networked Solutions Group,Contract
2046,"how many agreements do we have under OneProvider - Brainstorm Network, Inc.?",Contract
2047,how many Mutual Nondisclosure Agreement are associated with CoStar Realty Information?,Contract
2048,what is the donald's role?,Contract
2049,where is Cumulus Solutions Group's corporate office?,Contract
2050,list all Purchase Agreement with V-Tech Singapore,Contract
2051,what contracts are associated with Netcetera AG?,Contract
2052,which MSA's were signed on Aug-16-2020?,Contract
2053,where is Presidio Networked Solutions Group's office located?,Contract
2054,when did Fernando Vega sign the Global Professional Services Agreements?,Contract
2055,list all SOW's with Business Objects Software,Contract
2056,how many Human Resources Master Services Agreements were signed in last year?,Contract
2057,how many agreements are being terminated in 30 days?,Contract
2058,"who signed the Professional Services Agreement from OneProvider - Brainstorm Network, Inc.?",Contract
2059,what is the duration of the Master Services Agreement?,Contract
2060,when did Kloudone Inc sign a MSA with Twilight Softwares Singapore?,Contract
2061,list all NDA's with Rely Tech LLC,Contract
2062,"who recieves a copy of the Chili Interactive, LLC. NDA termination letter?",Contract
2063,how many Data Processing Agreement were signed in last year?,Contract
2064,list all contracts signed by andrew,Contract
2065,who signed a engagement letters with Infosys Limited on Oct-23-2020?,Contract
2066,who is the signatory of the Client Agreement on 30/03/2020 from PricewaterhouseCoopers?,Contract
2067,what is the term of a Data Processing Agreement?,Contract
2068,when was Human Resources Master Services Agreements for Cadence360 LLC DBA REDDBUG submitted?,Contract
2069,"what is the contract effective date for the nondisclosure agreement between Westcon Mexico, S.A. de C.V. and Presidio Networked Solutions Group, LLC?",Contract
2070,provide a list of contracts due to expire in August 2014,Contract
2071,list all contracts signed by Michael Doyle,Contract
2072,list all the contracts signed by donald during last year,Contract
2073,what is the title of eric?,Contract
2074,when did CoStar Realty Information and PricewaterhouseCoopers get into a Purchase Agreement?,Contract
2075,"who signed the Cognizer, Inc engagement letters?",Contract
2076,"who represents Chili Interactive, LLC.?",Contract
2077,when is the termination date for mutual nda for CA Europe Sarl?,Contract
2078,what is the duration of the CA Europe Sarl agreement?,Contract
2079,"when will the agreement between Zoom Video Communications, Inc. and Security Innovation, Inc. expire?",Contract
2080,who represents Skytap?,Contract
2081,"who represents Security Innovation, Inc.?",Contract
2082,who is the signatory from Infosys Limited in the Mutual Nondisclosure Agreement between Infosys Limited and V-Tech Singapore?,Contract
2083,list all the contracts signed by donald during last year,Contract
2084,list all active contracts for Rely Tech LLC,Contract
2085,"which SOW's were signed between Dolphin Systems AG and Stefanini, Inc. in last year?",Contract
2086,show all active agreements,Contract
2087,when did the V-Tech Singapore Purchase Agreement go into effect?,Contract
2088,count of contracts with Park Strategies LLC,Contract
2089,what is the duration of the MSA?,Contract
2090,who is Thomas H Krause at Broadcom Inc?,Contract
2091,"will the statement of work between Influitive Corp and Influitive Corp be effective on December 9, 2019?",Contract
2092,list all my active contracts ending in April  and contracts expired,Contract
2093,what is the term of the Business Objects Software statement of works?,Contract
2094,"what is the location for Westcon Mexico, S.A. de C.V.?",Contract
2095,"find the seventeenth amendment to the Verizon Business Service Agreement with Limited T/A SAP Solutions""?",Contract
2096,show me all agreements from V-Tech Singapore sent 2 days ago,Contract
2097,provide all ammendments's with Deloitte Consulting LLP,Contract
2098,where is the Influitive Corp headquarters?,Contract
2099,what is the period of a mutual nda?,Contract
2100,find the last or latest Professional Services Agreement with eleks inc,Contract
2101,what is Deloitte Consulting LLP's legal department address?,Contract
2102,when did Andy Newman-Gonchar sign the MSA from Cumulus Solutions Group?,Contract
2103,what is the SOW with Influitive Corp contract effective date?,Contract
2104,from which date is the Master Services Agreement with eleks inc effective?,Contract
2105,show us contracts that are ending in a week,Contract
2106,who is signing from CA Software Osterreich GmbH in the termination letters between CA Software Osterreich GmbH and Park Strategies LLC?,Contract
2107,where can i find CA Software Osterreich GmbH's office?,Contract
2108,what is CA Europe Sarl's address?,Contract
2109,list all the contracts signed by james or james,Contract
2110,who is the representative from Akamai technologies International AG in the termination letters between Akamai technologies International AG and Broadcom Inc?,Contract
2111,which contracts were signed by Michael Doyle during last year,Contract
2112,"when did Robert Sherman sign OneProvider - Brainstorm Network, Inc.'s engagement letters?",Contract
2113,give me all the contracts entered into in last 2 years,Contract
2114,provide list of agreements between Business Objects Software and CA Software Osterreich GmbH,Contract
2115,from which date is the Data Processing Agreement with Netcetera AG effective?,Contract
2116,who is William R Wagner at Influitive Corp?,Contract
2117,show us contracts that are ending in 2 days,Contract
2118,from which date is the mutual nda with PricewaterhouseCoopers effective?,Contract
2119,when will V-Tech Singapore and Rely Tech LLC's SOW be effective?,Contract
2120,how many agreements expire in a week?,Contract
2121,show all contracts that are ending in March,Contract
2122,give me all the contracts entered into in 2010,Contract
2123,"where is the CA, Inc. headquarters?",Contract
2124,when was the Deloitte Consulting LLP Data Processing Agreement effective from?,Contract
2125,how many statement of works are under CA Inc. company?,Contract
2126,when did Frank Colich sign the termination letter for Verizon's services?,Contract
2127,when did eva sign the Twilight Softwares Singapore non-disclosure agreement?,Contract
2128,show me all agreements signed by Skytap after Sep 2014,Contract
2129,what is the duration of the Akamai technologies International AG agreement?,Contract
2130,show us contracts that are ending in January,Contract
2131,list all contracts signed by eva,Contract
2132,"when did Forrester Research, Inc. and Business Objects Software sign the engagement letters?",Contract
2133,"on what date does ammendments on May 9, 2020 terminate?",Contract
2134,which contracts were signed by adam during Dec 2000,Contract
2135,when was Non Disclosure for Influitive Corp submitted?,Contract
2136,"in the Master Services Agreement between Chili Interactive, LLC. and Secarma Limited who is the signatory from Chili Interactive, LLC.?",Contract
2137,where is Verizon's office located?,Contract
2138,list all the contracts signed by Damen Gilland during last year,Contract
2139,total number of active agreements,Contract
2140,what is the duration of the Data Processing Agreement?,Contract
2141,how many agreements has Kim Dukes signed in FY 19?,Contract
2142,who signed the Mutual Nondisclosure Agreement for Broadcom Inc?,Contract
2143,which NDA's were signed on 11/13/2022?,Contract
2144,when is Presidio Networked Solutions Group terminating the mutual nda with Cadence360 LLC DBA REDDBUG?,Contract
2145,who authorized the Deloitte Tax LLP Human Resources Master Services Agreements?,Contract
2146,"what is the termination effective date of the SOW between Chili Interactive, LLC. and PricewaterhouseCoopers?",Contract
2147,"when will the Hosting and Services Agreement between Kloudone Inc and Stefanini, Inc. be effective?",Contract
2148,total number of active agreements,Contract
2149,what is Business Objects Software's legal department address?,Contract
2150,"show me all agreements from OneProvider - Brainstorm Network, Inc. sent 2 days ago",Contract
2151,how many Master Services Agreement are under CA Europe Sarl company?,Contract
2152,list all the contracts signed by Kerry Kane or Kerry Kane,Contract
2153,how many agreements has Ed Adams signed during April ?,Contract
2154,what is the engagement letters effective date in the Park Strategies LLC agreement?,Contract
2155,how long does a engagement letters take?,Contract
2156,provide statement of works's with Secarma Limited from last year,Contract
2157,present all contracts entered with Kloudone Inc,Contract
2158,list all Twilight Softwares Singapore Pte Ltd agreements that expired,Contract
2159,how many agreements expire in October?,Contract
2160,"when is the Hosting and Services Agreement between Osterreich GmbH and CoStar Realty Information, Inc. going to begin?",Contract
2161,find the last or latest Human Resources Master Services Agreements with V-Tech Singapore,Contract
2162,"show me all agreements from Presidio Networked Solutions Group, LLC sent 2 days ago",Contract
2163,how many agreements has Michael Doyle signed before Sep 2014?,Contract
2164,provide a list of contracts due to expire in 90 days or less,Contract
2165,"who is the signatory of the MSA with Security Innovation, Inc.?",Contract
2166,when is the termination date for Data Processing Agreement for Infosys Limited?,Contract
2167,"who is the signatory of the non-disclosure agreement with Stefanini, Inc.?",Contract
2168,where can we reach Kerry Kane?,Contract
2169,show all DPA's signed before October,Contract
2170,provide engagement letters's with Presidio Networked Solutions Group from 2008,Contract
2171,when did Puneet Arora sign the PricewaterhouseCoopers non-disclosure agreement?,Contract
2172,how many SOW were signed in last two years?,Contract
2173,when was Hosting and Services Agreement for Cumulus Solutions Group submitted?,Contract
2174,does Influitive Corp have a DPA?,Contract
2175,show all contracts that are ending in last two years,Contract
2176,how long does a Client Agreement last?,Contract
2177,what is Fernando Vega's title at Influitive Corp?,Contract
2178,return all the non-disclosure agreement's,Contract
2179,find all the engagement letters's signed in October,Contract
2180,when did Presidio Networked Solutions Group and Vodafone Mobile sign the MSA?,Contract
2181,"who is the signatory of the LinkedIn Corporation agreement on December 9, 2019?",Contract
2182,when was the SOW signed between LinkedIn Corporation and Akamai technologies International AG?,Contract
2183,show me all amendments signed by Secarma Limited,Contract
2184,what agreements were signed by Vodafone Mobile in last two years?,Contract
2185,"what is the Data Processing Agreement with Zoom Video Communications, Inc. contract effective date?",Contract
2186,"list all Chili Interactive, LLC. agreements that expired",Contract
2187,who recieves a copy of the Broadcom Corporation Mutual Nondisclosure Agreement termination letter?,Contract
2188,how many Master Services Agreement were signed in last two years?,Contract
2189,"when did nicholas sign Chili Interactive, LLC.'s MSA?",Contract
2190,how many agreements has jacob signed during July 2013?,Contract
2191,when was the LinkedIn Corporation contract signed by andrew?,Contract
2192,list all contracts signed by Mahak Wadhwa,Contract
2193,when did the Global Professional Services Agreements between Deloitte Tax LLP and Twilight Softwares Singapore Pte Ltd terminate?,Contract
2194,find all the Purchase Agreement's signed in last two years,Contract
2195,what is the contract effective date for the CA Inc agreement?,Contract
2196,list all active CA Europe Sarl agreements,Contract
2197,how many agreements has Stuart Williams signed before october of 2018?,Contract
2198,what is the Hosting and Services Agreement effective date in the Twilight Softwares Singapore Pte Ltd agreement?,Contract
2199,who represented Broadcom Corporation in the nondisclosure agreement?,Contract
2200,who approved the Model N Inc non-disclosure agreement?,Contract
2201,"when did john sign the Master Services Agreement from CoStar Realty Information, Inc.?",Contract
2202,which contracts were signed by peter during June,Contract
2203,who signed the Data Processing Agreement from Model N Inc?,Contract
2204,how many SOW are under Skytap?,Contract
2205,what is Andy Nallappan's position?,Contract
2206,which contracts were signed by Thomas Krause Jr. during last 2 years,Contract
2207,provide engagement letters with Cumulus Solutions Group from last two years,Contract
2208,"when was the Hosting and Services Agreement signed between Zoom Video Communications, Inc. and CA Inc?",Contract
2209,"show all active agreements with Presidio Networked Solutions Group, LLC signed in February 2020?",Contract
2210,where is VWi Inc's principal office located?,Contract
2211,what agreements were signed by Twilight Softwares Singapore in last two years?,Contract
2212,what is the Michael Doyle's role?,Contract
2213,"where is Chili Interactive, LLC.'s office?",Contract
2214,count of contracts with Influitive Corp,Contract
2215,"who reviewed the CA, Inc. statement of works?",Contract
2216,what is the effective date on the Presidio Networked Solutions Group and PricewaterhouseCoopers Professional Services Agreement?,Contract
2217,"what is the termination effective date of the Master Services Agreement between Dolphin Systems AG and Kula Consulting, Inc.?",Contract
2218,"list all Stefanini, Inc. agreements that are active",Contract
2219,provide a list of expired contracts signed by jack in last year,Contract
2220,provide list of agreements between Netcetera AG and Netcetera AG,Contract
2221,where can Verizon Business Network Services Inc's office be found?,Contract
2222,which agreement does Media5 Corporation have with Influitive Corp?,Contract
2223,do we have a Human Resources Master Services Agreements with Osterreich GmbH?,Contract
2224,"who signed the mutual nda with Broadcom Inc on October 21, 2019?",Contract
2225,list all Osterreich GmbH agreements that are active,Contract
2226,who signed a ammendments with VWi Inc on 7/6/2020?,Contract
2227,when was the Global Professional Services Agreements between Business Objects Software and CA Europe Sarl signed?,Contract
2228,from when is the Mutual Nondisclosure Agreement with Rely Tech LLC effective?,Contract
2229,"when will the agreement between Media5 Corporation and CoStar Realty Information, Inc. expire?",Contract
2230,"which agreement does Cognizer, Inc have with OneProvider - Brainstorm Network, Inc.?",Contract
2231,when was the VWi Inc Data Processing Agreement effective from?,Contract
2232,"who approved the Chili Interactive, LLC. statement of works?",Contract
2233,how many agreements expire in a month?,Contract
2234,how many agreements has ryan signed in last year?,Contract
2235,who signed the MSA from Verizon Business Network Services Inc?,Contract
2236,list all engagement letters with Cumulus Solutions Group,Contract
2237,how many Hosting and Services Agreement were signed in Mar 2013?,Contract
2238,"when was the Cognizer, Inc Non Disclosure effective from?",Contract
2239,"who authorized the Westcon Mexico, S.A. de C.V. seventeenth amendment to the Verizon Business Service Agreement?",Contract
2240,what contracts are associated with DG Consulting Services?,Contract
2241,"where is Stefanini, Inc. located?",Contract
2242,"what is the DPA effective date in the Westcon Mexico, S.A. de C.V. agreement?",Contract
2243,list all my active contracts ending in a month and contracts expired,Contract
2244,when did the Verizon Data Processing Agreement go into effect?,Contract
2245,how many agreements are being terminated in 2012?,Contract
2246,how many agreements has Ed Adams signed during last two years?,Contract
2247,when will the seventeenth amendment to the Verizon Business Service Agreement between Twilight Softwares Singapore Pte Ltd and Park Strategies LLC be effective?,Contract
2248,which contracts were signed by vivian during June,Contract
2249,how many agreements has Thomas Krause signed during Mar 2013?,Contract
2250,where can i find Cumulus Solutions Group's office?,Contract
2251,who represents Media5 Corporation?,Contract
2252,show all active agreements with Verizon signed in 2008?,Contract
2253,show us contracts that are ending in 2010,Contract
2254,"who signed the mutual nda on June 30, 2020 from Vodafone Mobile?",Contract
2255,find all Global Professional Services Agreements's with Skytap,Contract
2256,who signed the engagement letters on 04/02/2020?,Contract
2257,how many agreements has Christopher Mourad signed during last year?,Contract
2258,when did john sign Cumulus Solutions Group's Professional Services Agreement?,Contract
2259,what is the effective date on the Influitive Corp and Skytap MSA?,Contract
2260,what is Bre Stachowiak's position?,Contract
2261,what is Stuart Williams's title?,Contract
2262,how many agreements were signed between V-Tech Singapore and Dolphin Systems AG?,Contract
2263,what is Media5 Corporation's address?,Contract
2264,how long does a Hosting and Services Agreement take?,Contract
2265,is there any mailing address for Netcetera AG?,Contract
2266,who is the signatory of the Verizon agreement on May-12-2020?,Contract
2267,find all the seventeenth amendment to the Verizon Business Service Agreement's signed before July 2013,Contract
2268,when is Twilight Softwares Singapore Pte Ltd terminating the Mutual Nondisclosure Agreement with Influitive Corp?,Contract
2269,where is Deloitte Tax LLP located?,Contract
2270,find all the NDA's signed by oliver,Contract
2271,return all letters addressing mutual nda,Contract
2272,how many contracts did David Barter sign during July 2013?,Contract
2273,what is the mailing address of CA Software Osterreich GmbH?,Contract
2274,show us contracts that are ending in September,Contract
2275,where can we reach Fernando Vega?,Contract
2276,find the last or latest Global Professional Services Agreements with Dolphin Systems AG,Contract
2277,what is Netcetera AG's address?,Contract
2278,"provide statement of works's with CA, Inc. from 2014",Contract
2279,"find all Data Processing Agreement with Cognizer, Inc",Contract
2280,find all the Professional Services Agreement's signed before 2017,Contract
2281,"from which date is the Client Agreement with Stefanini, Inc. effective?",Contract
2282,provide the total number of Data Processing Agreement with Presidio Networked Solutions Group dated Apr-30-2020,Contract
2283,"find the Mutual Nondisclosure Agreement with Security Innovation, Inc.?",Contract
2284,what is the NDA with Verizon contract effective date?,Contract
2285,where is Vodafone Mobile's offices?,Contract
2286,"where is Kula Consulting, Inc.'s office?",Contract
2287,"when did Bre Stachowiak sign the seventeenth amendment to the Verizon Business Service Agreement for CoStar Realty Information, Inc.'s services?",Contract
2288,who signed the nondisclosure agreement for VWi Inc?,Contract
2289,what is sophie's title at Deloitte Consulting LLP?,Contract
2290,provide NDA's with CA Inc from 2013,Contract
2291,when was the Dolphin Systems AG termination letters effective from?,Contract
2292,who is the primary contact in the Infosys Limited Mutual Nondisclosure Agreement?,Contract
2293,how many amendments are associated with CA Software Osterreich GmbH?,Contract
2294,"where is the office of Forrester Research, Inc.?",Contract
2295,provide all termination letters's with Model N Inc,Contract
2296,how many agreements do we have under Cumulus Solutions Group?,Contract
2297,"where is Kula Consulting, Inc.'s office located?",Contract
2298,how many agreements has donald signed during August 2014?,Contract
2299,show me all agreements signed by Verizon Business Network Services Inc after October 2018,Contract
2300,how many agreements has Ivy Pong signed that are currently expired?,Contract
2301,"where is the office of CA, Inc.?",Contract
2302,list all my active contracts ending in 30 days and contracts expired,Contract
2303,provide all amendments with Infosys Limited,Contract
2304,when was the notice of termination of the termination letters from Infosys Limited sent?,Contract
2305,what is the address of Verizon Business Network Services Inc?,Contract
2306,"provide the total number of Data Processing Agreement with Akamai technologies International AG dated December 18, 2019",Contract
2307,how many agreements has Christopher Mourad signed in Aug 2020?,Contract
2308,when was the Purchase Agreement signed between Cumulus Solutions Group and V-Tech Singapore?,Contract
2309,how many agreements has kevin signed that are currently active?,Contract
2310,"what is the duration of the Westcon Mexico, S.A. de C.V. agreement?",Contract
2311,what is the mailing address of Verizon Business Network Services Inc?,Contract
2312,show all active agreements with Verizon Business Network Services Inc?,Contract
2313,furnish all current agreements,Contract
2314,when did Puneet Arora sign the Mutual Nondisclosure Agreement?,Contract
2315,"how many amendments are associated with CA, Inc.?",Contract
2316,from which date is the Client Agreement with Model N effective?,Contract
2317,who is the signatory of the Global Professional Services Agreements with Model N Inc?,Contract
2318,show all active agreements with Netcetera AG signed in 2017?,Contract
2319,what is christopher's title?,Contract
2320,provide list of agreements between Rely Tech LLC and Twilight Softwares Singapore Pte Ltd,Contract
2321,how long is the Global Professional Services Agreements with Twilight Softwares Singapore?,Contract
2322,"supply all contracts with Chili Interactive, LLC.",Contract
2323,what is the term of a Data Processing Agreement?,Contract
2324,how many agreements were signed by Model N Inc in November 2018?,Contract
2325,"which SOW's were signed on August 28, 2019?",Contract
2326,when did DG Consulting Services and Deloitte Tax LLP sign the Master Services Agreement?,Contract
2327,what is Synergy Sky's legal department address?,Contract
2328,"how long does a Limited T/A SAP Solutions"" go for?",Contract
2329,"when did jordan sign the Data Processing Agreement from Zoom Video Communications, Inc.?",Contract
2330,when did Frank Colich sign the Global Professional Services Agreements?,Contract
2331,how many DPA were signed in August?,Contract
2332,what is the mailing address of Park Strategies LLC?,Contract
2333,show all contracts that ended in last two years,Contract
2334,where is Business Objects Software's principal office located?,Contract
2335,total number of active agreements,Contract
2336,what is the term of a statement of works?,Contract
2337,is there any mailing address for Model N?,Contract
2338,what is the period of a Mutual Nondisclosure Agreement?,Contract
2339,list all the contracts signed by donald or donald,Contract
2340,how long does a statement of works last?,Contract
2341,"who is the signatory of the Verizon Business Network Services Inc agreement on January 30, 2020?",Contract
2342,when was the Rely Tech LLC Global Professional Services Agreements effective from?,Contract
2343,what agreements were signed by Verizon Business Network Services Inc in 2018 - now?,Contract
2344,return all the non-disclosure agreement's,Contract
2345,when did CA Inc. and Influitive Corp get into the Human Resources Master Services Agreements?,Contract
2346,show all Client Agreement's signed before FY 20,Contract
2347,where is V-Tech Singapore's principal office?,Contract
2348,"where is OneProvider - Brainstorm Network, Inc. located?",Contract
2349,how many agreements has Fernando Vega signed that are currently active?,Contract
2350,where is Broadcom Inc's principal office located at?,Contract
2351,find the mutual nda with Osterreich GmbH?,Contract
2352,how many Non Disclosure were signed in Jan of 2016?,Contract
2353,give me all the contracts entered into in last two years,Contract
2354,"what is the effective date on the Model N Inc and Chili Interactive, LLC. NDA?",Contract
2355,"when did the Westcon Mexico, S.A. de C.V. NDA go into effect?",Contract
2356,what is the duration of the NDA?,Contract
2357,where is Akamai technologies International AG's offices?,Contract
2358,"provide list of agreements between LinkedIn Corporation and Presidio Networked Solutions Group, LLC",Contract
2359,where is the Deloitte Consulting LLP address?,Contract
2360,when was the notice of termination of the statement of works from Business Objects Software sent?,Contract
2361,what is the address of PricewaterhouseCoopers?,Contract
2362,"what is the contract effective date for the MSA between CA, Inc. and Zoom Video Communications, Inc.?",Contract
2363,when did the seventeenth amendment to the Verizon Business Service Agreement between CA Inc and Deloitte Consulting LLP terminate?,Contract
2364,when did CoStar Realty Information and Osterreich GmbH get into a Non Disclosure?,Contract
2365,list all my active contracts ending in 2012 and contracts expired,Contract
2366,give me all the contracts entered into in last year,Contract
2367,where did eva work?,Contract
2368,when was the Rely Tech LLC MSA started?,Contract
2369,how many agreements expire in Apr 2010?,Contract
2370,how many agreements has michael signed during October?,Contract
2371,"when did the Stefanini, Inc. engagement letters go into effect?",Contract
2372,provide a list of active contracts signed by Michael Doyle in October,Contract
2373,"who is the signatory from Stefanini, Inc. in the Hosting and Services Agreement between Stefanini, Inc. and Model N?",Contract
2374,where is Broadcom Inc's office location?,Contract
2375,when did V-Tech Singapore and Dolphin Systems AG sign the MSA?,Contract
2376,list all non-disclosure agreement with Broadcom Corporation,Contract
2377,provide Human Resources Master Services Agreements's with Twilight Softwares Singapore Pte Ltd from last 2 years,Contract
2378,"when did Forrester Research, Inc. and Skytap sign the non-disclosure agreement?",Contract
2379,how many amendments are associated with Osterreich GmbH?,Contract
2380,provide MSA with LinkedIn Corporation from last year,Contract
2381,provide list of agreements between Rely Tech LLC and PricewaterhouseCoopers,Contract
2382,"who signed the Master Services Agreement on December 18, 2019 from Chili Interactive, LLC.?",Contract
2383,"who represented Limited T/A SAP Solutions"" in the SOW with eleks inc?",Contract
2384,list all Broadcom Inc agreements that are active,Contract
2385,what is ryan's title at Akamai technologies International AG?,Contract
2386,provide a list of contracts signed by mitchell in October that are still active,Contract
2387,"supply all contracts with CA, Inc.",Contract
2388,"where is Cognizer, Inc's offices?",Contract
2389,what is Thomas Krause Jr.'s position at Model N Inc?,Contract
2390,"who is the signatory of the Cognizer, Inc agreement on August 28, 2019?",Contract
2391,when was non-disclosure agreement for Media5 Corporation submitted?,Contract
2392,when did donald sign the Master Services Agreement?,Contract
2393,list all V-Tech Singapore agreements that expired in the last two years,Contract
2394,what is the termination effective date of the nondisclosure agreement between Deloitte Consulting LLP and Influitive Corp?,Contract
2395,provide all the ammendments,Contract
2396,"where is Security Innovation, Inc. located?",Contract
2397,"find all ammendments with Zoom Video Communications, Inc.",Contract
2398,who signed the SOW with Broadcom Corporation?,Contract
2399,"where is CoStar Realty Information, Inc.'s main office located?",Contract
2400,how long does a mutual nda take?,Contract
2401,list all the contracts signed by nicholas,Contract
2402,where is Synergy Sky's principal office?,Contract
2403,provide statement of works's with CA Europe Sarl from last 2 years,Contract
2404,list all active mutual nda,Contract
2405,what is Ed Adams's title at CA Europe Sarl?,Contract
2406,what is the mutual nda with CA Europe Sarl contract effective date?,Contract
2407,how many agreements expire in a month?,Contract
2408,who reviewed the Model N Inc Non Disclosure?,Contract
2409,give me all the contracts entered into in last 2 years,Contract
2410,list all Business Objects Software agreements that expired in the last 2 years,Contract
2411,list all the contracts signed by jordan or jordan,Contract
2412,show all Purchase Agreement's signed before March,Contract
2413,"how many mutual nda are associated with Kula Consulting, Inc.?",Contract
2414,display all contracts signed before January,Contract
2415,"how long is the Global Professional Services Agreements with Presidio Networked Solutions Group, LLC?",Contract
2416,display all contracts signed before Feb 2020,Contract
2417,total number of active agreements,Contract
2418,list all the contracts signed by peter,Contract
2419,"provide list of agreements between Zoom Video Communications, Inc. and CA Europe Sarl",Contract
2420,what is the duration of the seventeenth amendment to the Verizon Business Service Agreement?,Contract
2421,"who signed a Data Processing Agreement with Model N on June 30, 2020?",Contract
2422,list all my active contracts ending in October 2018 and contracts expired,Contract
2423,what is Bre Stachowiak's position?,Contract
2424,show all active agreements,Contract
2425,who represented Skytap in the SOW?,Contract
2426,when was the termination letter for nondisclosure agreement sent?,Contract
2427,show all contracts that are ending in last 2 years,Contract
2428,provide SOW's with Akamai technologies International AG from last 2 years,Contract
2429,show me all amendments signed by Twilight Softwares Singapore Pte Ltd,Contract
2430,provide non-disclosure agreement with Cadence360 LLC DBA REDDBUG from 2017,Contract
2431,find all the DPA's signed before June 2019,Contract
2432,find all ammendments with Rely Tech LLC,Contract
2433,what is the validity period for a nondisclosure agreement?,Contract
2434,list all contracts signed by nathan,Contract
2435,return all letters addressing engagement letters,Contract
2436,"when did the DPA between Presidio Networked Solutions Group and Cognizer, Inc terminate?",Contract
2437,from when is the Professional Services Agreement with DG Consulting Services effective?,Contract
2438,what is the duration of the Human Resources Master Services Agreements?,Contract
2439,where is International Business Machines Corporation's offices?,Contract
2440,"who is the signatory of the statement of works on April 5, 2020 from International Business Machines Corporation?",Contract
2441,list all active contracts for Netcetera AG,Contract
2442,when was the CA Europe Sarl contract signed by Michael Doyle?,Contract
